Gene,Sample,Protein accession,e.value,Score,NCBI.ID,Alignment length,Percent alignment
adeB,Bacterial genome,PSEBR_RS12550,0,1465.7,NC_015379,1025,0.990338164251208
adeB,Bacterial genome,PSEBR_RS10925,0,1402.1,NC_015379,1037,1.00193236714976
ClassC,Bacterial genome,PSEBR_RS10070,4.1e-166,560.2,NC_015379,358,0.92987012987013
adeB,Bacterial genome,PSEBR_RS06820,0,1433.4,NC_015379,1038,1.00289855072464
tolC,Bacterial genome,PSEBR_RS02765,4.8e-94,323.5,NC_015379,425,0.968109339407745
tolC,Bacterial genome,PPUTW619_RS23860,7.7e-93,319.5,NC_010501,424,0.965831435079727
adeB,Bacterial genome,PPUTW619_RS14845,0,1434.9,NC_010501,1029,0.994202898550725
mexE,Bacterial genome,PPUTW619_RS12385,1e-192,648.5,NC_010501,405,0.978260869565217
adeB,Bacterial genome,PPUTW619_RS12380,0,1029.4,NC_010501,1044,1.00869565217391
ClassC,Bacterial genome,PPUTW619_RS12055,5.2e-147,497.3,NC_010501,371,0.963636363636364
adeB,Bacterial genome,PPUTW619_RS05150,0,1444.2,NC_010501,1032,0.997101449275362
vanC,Bacterial genome,PPUTUW4_RS23270,3.8e-69,241,NC_019670,348,0.994285714285714
mexE,Bacterial genome,PPUTUW4_RS12895,3.5e-199,669.7,NC_019670,400,0.966183574879227
adeB,Bacterial genome,PPUTUW4_RS12890,0,1050.6,NC_019670,1040,1.0048309178744
adeB,Bacterial genome,PPUTUW4_RS12410,0,1473.8,NC_019670,1029,0.994202898550725
tolC,Bacterial genome,PPUTUW4_RS08800,1.5e-86,298.8,NC_019670,428,0.9749430523918
ClassC,Bacterial genome,PPUTUW4_RS08375,1.4e-168,568.3,NC_019670,370,0.961038961038961
adeB,Bacterial genome,PPUTUW4_RS06200,0,1437.2,NC_019670,1039,1.00386473429952
tolC,Bacterial genome,PPUTUW4_RS02135,6.5e-96,329.6,NC_019670,426,0.970387243735763
tolC,Bacterial genome,PPUTGB1_RS25155,3.8e-92,317.2,NC_010322,426,0.970387243735763
adeB,Bacterial genome,PPUTGB1_RS22405,0,1433.2,NC_010322,1032,0.997101449275362
tolC,Bacterial genome,PPUTGB1_RS16980,1.5e-84,292.2,NC_010322,428,0.9749430523918
ClassC,Bacterial genome,PPUTGB1_RS14750,9.3e-145,489.9,NC_010322,369,0.958441558441558
mexE,Bacterial genome,PPUTGB1_RS12800,2.2e-193,650.6,NC_010322,412,0.995169082125604
adeB,Bacterial genome,PPUTGB1_RS12795,0,1032.3,NC_010322,1044,1.00869565217391
adeB,Bacterial genome,PPUTGB1_RS12650,0,1435.4,NC_010322,1022,0.98743961352657
adeB,Bacterial genome,PPUTGB1_RS12385,0,1371.6,NC_010322,1032,0.997101449275362
tolC,Bacterial genome,PPUT_RS24150,3.8e-93,320.5,NC_009512,425,0.968109339407745
adeB,Bacterial genome,PPUT_RS21800,0,1433.5,NC_009512,1032,0.997101449275362
tolC,Bacterial genome,PPUT_RS15825,6e-84,290.2,NC_009512,427,0.972665148063781
adeB,Bacterial genome,PPUT_RS14425,0,1334.3,NC_009512,1035,1
ClassC,Bacterial genome,PPUT_RS14150,2.9e-144,488.2,NC_009512,370,0.961038961038961
mexE,Bacterial genome,PPUT_RS11775,1.1e-193,651.7,NC_009512,412,0.995169082125604
adeB,Bacterial genome,PPUT_RS11770,0,1031.7,NC_009512,1044,1.00869565217391
adeB,Bacterial genome,PPUT_RS11655,0,1438.3,NC_009512,1023,0.988405797101449
tolC,Bacterial genome,PPUBIRD1_RS23825,1.3e-93,322.1,NC_017530,425,0.968109339407745
adeB,Bacterial genome,PPUBIRD1_RS21110,0,1428.8,NC_017530,1032,0.997101449275362
ClassC,Bacterial genome,PPUBIRD1_RS14520,4.9e-145,490.8,NC_017530,368,0.955844155844156
mexE,Bacterial genome,PPUBIRD1_RS11985,1.1e-193,651.7,NC_017530,412,0.995169082125604
adeB,Bacterial genome,PPUBIRD1_RS11980,0,1031.7,NC_017530,1044,1.00869565217391
adeB,Bacterial genome,PPUBIRD1_RS11845,0,1436.7,NC_017530,1021,0.986473429951691
tetQ,Bacterial genome,PPSQR21_RS24865,1.3e-75,262.7,NZ_CP006872,601,0.914764079147641
ANT6,Bacterial genome,PPSQR21_RS10910,5.7e-70,243.3,NZ_CP006872,277,0.961805555555556
tetA,Bacterial genome,PPSQR21_RS09055,9e-94,322.3,NZ_CP006872,390,0.960591133004926
ANT6,Bacterial genome,PPSQR21_RS05540,6.6e-122,413.7,NZ_CP006872,280,0.972222222222222
tetQ,Bacterial genome,PPSC2_RS53955,4.6e-76,264.2,NC_014622,602,0.916286149162861
ANT6,Bacterial genome,PPSC2_RS39950,2.6e-72,251,NC_014622,278,0.965277777777778
tetA,Bacterial genome,PPSC2_RS38025,2.2e-92,317.8,NC_014622,394,0.970443349753695
ANT6,Bacterial genome,PPSC2_RS34350,2e-123,418.7,NC_014622,280,0.972222222222222
tolC,Bacterial genome,PPS_RS24615,6.1e-91,313.2,NC_015733,425,0.968109339407745
adeB,Bacterial genome,PPS_RS22070,0,1429.6,NC_015733,1032,0.997101449275362
adeB,Bacterial genome,PPS_RS15140,0,1429,NC_015733,1023,0.988405797101449
adeB,Bacterial genome,PPS_RS15000,0,1032.5,NC_015733,1044,1.00869565217391
mexE,Bacterial genome,PPS_RS14995,1.3e-192,648.1,NC_015733,412,0.995169082125604
ClassC,Bacterial genome,PPS_RS13185,1.4e-144,489.3,NC_015733,370,0.961038961038961
tolC,Bacterial genome,PPS_RS10875,6.5e-89,306.6,NC_015733,428,0.9749430523918
intI,Bacterial genome,PPRO_RS12910,4e-109,372.2,NC_008609,312,0.978056426332288
adeB,Bacterial genome,PPRO_RS02000,0,1014.5,NC_008609,1038,1.00289855072464
adeB,Bacterial genome,PPRO_RS01595,0,1449.7,NC_008609,1043,1.00772946859903
tetQ,Bacterial genome,PPM_RS26105,4.6e-76,264.2,NC_017542,602,0.916286149162861
ANT6,Bacterial genome,PPM_RS11220,2.6e-72,251,NC_017542,278,0.965277777777778
tetA,Bacterial genome,PPM_RS09295,2.2e-92,317.8,NC_017542,394,0.970443349753695
ANT6,Bacterial genome,PPM_RS05615,2e-123,418.7,NC_017542,280,0.972222222222222
tetQ,Bacterial genome,PPE_RS23535,5.1e-75,260.8,NC_014483,601,0.914764079147641
ClassA,Bacterial genome,PPE_RS11705,2.7e-96,329.9,NC_014483,272,0.925170068027211
ANT6,Bacterial genome,PPE_RS10425,6.8e-74,256.1,NC_014483,278,0.965277777777778
tetA,Bacterial genome,PPE_RS08605,2.6e-94,324.1,NC_014483,390,0.960591133004926
ClassB,Bacterial genome,PP1Y_RS21260,2.1e-53,189.2,NC_015580,287,1.08712121212121
adeB,Bacterial genome,PP1Y_RS20240,0,1220.7,NC_015580,1043,1.00772946859903
adeB,Bacterial genome,PP1Y_RS10910,0,1390.2,NC_015580,1030,0.995169082125604
ClassA,Bacterial genome,PP1Y_RS08210,1.2e-48,173.5,NC_015580,271,0.921768707482993
adeB,Bacterial genome,PNAP_RS14410,0,1402.1,NC_008781,1029,0.994202898550725
adeB,Bacterial genome,PNAP_RS06510,0,1050.8,NC_008781,1034,0.999033816425121
tolC,Bacterial genome,PNAP_RS05640,6e-105,359.4,NC_008781,433,0.986332574031891
ClassC,Bacterial genome,PMO01_RS16510,7.4e-165,556,NZ_CM002330,369,0.958441558441558
adeB,Bacterial genome,PMO01_RS13910,0,1458.6,NZ_CM002330,1027,0.992270531400966
adeB,Bacterial genome,PMO01_RS13715,0,1055.1,NZ_CM002330,1043,1.00772946859903
mexE,Bacterial genome,PMO01_RS13710,7.4e-199,668.7,NZ_CM002330,402,0.971014492753623
adeB,Bacterial genome,PMO01_RS06045,0,1441.2,NZ_CM002330,1038,1.00289855072464
tolC,Bacterial genome,PMO01_RS01770,2.7e-92,317.7,NZ_CM002330,424,0.965831435079727
adeB,Bacterial genome,PMI_RS17910,0,1287.6,NC_010554,1033,0.998067632850242
tetD,Bacterial genome,PMI_RS11870,1.6e-124,423.7,NC_010554,383,0.972081218274112
tolC,Bacterial genome,PMI_RS11620,1e-153,520.2,NC_010554,442,1.00683371298405
CAT,Bacterial genome,PMI_RS08285,8.8e-34,124.5,NC_010554,199,0.91705069124424
vanC,Bacterial genome,PMI_RS06000,2.1e-75,261.6,NC_010554,349,0.997142857142857
CAT,Bacterial genome,PMI_RS03580,5.6e-85,291.9,NC_010554,208,0.95852534562212
adeB,Bacterial genome,PMI_RS00635,0,1441.2,NC_010554,1038,1.00289855072464
adeB,Bacterial genome,PMEN_RS18690,0,1453.5,NC_009439,1034,0.999033816425121
mexE,Bacterial genome,PMEN_RS11005,4.7e-212,712.1,NC_009439,406,0.980676328502415
adeB,Bacterial genome,PMEN_RS11000,0,1033.7,NC_009439,1044,1.00869565217391
ANT3,Bacterial genome,PMEN_RS10990,1.8e-100,342.9,NC_009439,248,0.942965779467681
ClassC,Bacterial genome,PMEN_RS10290,1.8e-159,538.3,NC_009439,356,0.924675324675325
adeB,Bacterial genome,PMEN_RS04110,0,1104.6,NC_009439,1029,0.994202898550725
tolC,Bacterial genome,PMEN_RS03010,9.6e-93,319.2,NC_009439,426,0.970387243735763
ANT6,Bacterial genome,PM3016_RS28385,1.6e-73,255,NC_016935,273,0.947916666666667
ClassA,Bacterial genome,PM3016_RS13310,3.9e-99,339.2,NC_016935,284,0.965986394557823
tolC,Bacterial genome,PLES_RS27595,6.5e-92,316.4,NC_011770,422,0.96127562642369
adeB,Bacterial genome,PLES_RS25620,0,1378.3,NC_011770,1036,1.00096618357488
CAT,Bacterial genome,PLES_RS23775,3.8e-53,187.8,NC_011770,198,0.912442396313364
tetA,Bacterial genome,PLES_RS21595,3.5e-82,284.1,NC_011770,384,0.945812807881773
adeB,Bacterial genome,PLES_RS17100,0,1312.8,NC_011770,1025,0.990338164251208
mexE,Bacterial genome,PLES_RS14585,6.7e-289,965.3,NC_011770,413,0.997584541062802
adeB,Bacterial genome,PLES_RS13665,0,1036.6,NC_011770,1034,0.999033816425121
ClassC,Bacterial genome,PLES_RS04525,9.5e-165,555.7,NC_011770,372,0.966233766233766
adeB,Bacterial genome,PLES_RS02170,0,1475.4,NC_011770,1037,1.00193236714976
intI,Bacterial genome,PLE7327_RS19590,6e-148,499.7,NC_019689,314,0.984326018808777
intI,Bacterial genome,PLE7327_RS13085,2.6e-148,500.9,NC_019689,314,0.984326018808777
tetA,Bacterial genome,PHEP_RS16890,1e-102,351.8,NC_013061,392,0.96551724137931
ANT6,Bacterial genome,PHEP_RS07490,2.6e-68,237.8,NC_013061,280,0.972222222222222
adeB,Bacterial genome,PFLU_RS20135,0,1392.7,NC_012660,1033,0.998067632850242
ClassC,Bacterial genome,PFLU_RS16915,2.7e-164,554.2,NC_012660,368,0.955844155844156
adeB,Bacterial genome,PFLU_RS15665,0,1278.2,NC_012660,1022,0.98743961352657
mexE,Bacterial genome,PFLU_RS14265,9.4e-197,661.8,NC_012660,400,0.966183574879227
adeB,Bacterial genome,PFLU_RS14260,0,1034.7,NC_012660,1041,1.00579710144928
adeB,Bacterial genome,PFLU_RS13280,0,1457.8,NC_012660,1028,0.993236714975845
adeB,Bacterial genome,PFLU_RS06805,0,1441,NC_012660,1045,1.00966183574879
vanC,Bacterial genome,PFLU_RS03505,2.1e-69,241.9,NC_012660,347,0.991428571428571
tolC,Bacterial genome,PFLU_RS02425,4.9e-90,310.3,NC_012660,425,0.968109339407745
ClassC,Bacterial genome,PFLCHA0_RS20575,9.9e-168,565.5,NC_021237,372,0.966233766233766
adeB,Bacterial genome,PFLCHA0_RS16465,0,1476.4,NC_021237,1026,0.991304347826087
adeB,Bacterial genome,PFLCHA0_RS16310,0,1042.8,NC_021237,1041,1.00579710144928
mexE,Bacterial genome,PFLCHA0_RS16305,1.3e-194,654.7,NC_021237,401,0.968599033816425
adeB,Bacterial genome,PFLCHA0_RS06825,0,1448.7,NC_021237,1032,0.997101449275362
tolC,Bacterial genome,PFLCHA0_RS02720,3.9e-92,317.2,NC_021237,423,0.963553530751708
adeB,Bacterial genome,PFLA506_RS14915,1.2e-298,1001.2,NC_017911,1033,0.998067632850242
adeB,Bacterial genome,PFLA506_RS14705,0,1464.5,NC_017911,1029,0.994202898550725
ClassC,Bacterial genome,PFLA506_RS14380,1.3e-160,542,NC_017911,362,0.94025974025974
tolC,Bacterial genome,PFLA506_RS12840,6.7e-87,299.9,NC_017911,418,0.952164009111617
mexE,Bacterial genome,PFLA506_RS12825,6e-195,655.8,NC_017911,398,0.961352657004831
adeB,Bacterial genome,PFLA506_RS12820,0,1032.6,NC_017911,1041,1.00579710144928
adeB,Bacterial genome,PFLA506_RS06600,0,1446.7,NC_017911,1041,1.00579710144928
vanC,Bacterial genome,PFLA506_RS03425,5.8e-69,240.4,NC_017911,347,0.991428571428571
tolC,Bacterial genome,PFLA506_RS02365,1.4e-91,315.4,NC_017911,425,0.968109339407745
ClassC,Bacterial genome,PFL01_RS18695,1.4e-173,584.7,NC_007492,368,0.955844155844156
adeB,Bacterial genome,PFL01_RS14590,0,1466.4,NC_007492,1026,0.991304347826087
adeB,Bacterial genome,PFL01_RS13910,0,1396.7,NC_007492,1034,0.999033816425121
mexE,Bacterial genome,PFL01_RS13405,2.5e-201,676.8,NC_007492,400,0.966183574879227
adeB,Bacterial genome,PFL01_RS13400,0,1054.9,NC_007492,1042,1.00676328502415
adeB,Bacterial genome,PFL01_RS06455,0,1437.9,NC_007492,1040,1.0048309178744
tolC,Bacterial genome,PFL01_RS02475,2.3e-94,324.5,NC_007492,425,0.968109339407745
ClassC,Bacterial genome,PFL_RS20585,9.9e-168,565.5,NC_004129,372,0.966233766233766
adeB,Bacterial genome,PFL_RS16510,0,1478.3,NC_004129,1026,0.991304347826087
adeB,Bacterial genome,PFL_RS16360,0,1042.8,NC_004129,1041,1.00579710144928
mexE,Bacterial genome,PFL_RS16355,1.3e-194,654.7,NC_004129,401,0.968599033816425
adeB,Bacterial genome,PFL_RS06735,0,1448.7,NC_004129,1032,0.997101449275362
tolC,Bacterial genome,PFL_RS02725,3.9e-92,317.2,NC_004129,423,0.963553530751708
adeB,Bacterial genome,PEDSA_RS15855,0,1047.1,NC_015177,1027,0.992270531400966
adeB,Bacterial genome,PECWA_RS20205,0,1430.5,NC_013421,1029,0.994202898550725
adeB,Bacterial genome,PECWA_RS15910,0,1492.6,NC_013421,1035,1
tolC,Bacterial genome,PECWA_RS01620,2.2e-166,561.9,NC_013421,438,0.997722095671982
ClassA,Bacterial genome,PD630_RS19725,1.1e-89,308.2,NZ_CP003949,280,0.952380952380952
tolC,Bacterial genome,PD374_RS24645,1.4e-91,315.4,NZ_CP007638,425,0.968109339407745
adeB,Bacterial genome,PD374_RS19410,0,1446.7,NZ_CP007638,1041,1.00579710144928
adeB,Bacterial genome,PD374_RS14325,0,1032.6,NZ_CP007638,1041,1.00579710144928
mexE,Bacterial genome,PD374_RS14320,8.3e-195,655.3,NZ_CP007638,399,0.963768115942029
tolC,Bacterial genome,PD374_RS14305,6.7e-87,299.9,NZ_CP007638,418,0.952164009111617
ClassC,Bacterial genome,PD374_RS12825,1.3e-160,542,NZ_CP007638,362,0.94025974025974
adeB,Bacterial genome,PD374_RS12500,0,1463.4,NZ_CP007638,1029,0.994202898550725
adeB,Bacterial genome,PD374_RS12295,6.4e-299,1002.1,NZ_CP007638,1033,0.998067632850242
adeB,Bacterial genome,PD374_RS09885,0,1381.7,NZ_CP007638,1038,1.00289855072464
tolC,Bacterial genome,PD_RS10400,2.1e-83,288.4,NC_004556,439,1
adeB,Bacterial genome,PD_RS04080,0,1219.1,NC_004556,1036,1.00096618357488
ClassC,Bacterial genome,PCRYO_RS09080,8.2e-155,523,NC_007969,369,0.958441558441558
adeB,Bacterial genome,PCRYO_RS08980,0,1469.3,NC_007969,1043,1.00772946859903
adeB,Bacterial genome,PCC8801_RS18810,0,1057,NC_011726,1033,0.998067632850242
adeB,Bacterial genome,PCC7424_RS05695,0,1022.1,NC_011729,1035,1
adeB,Bacterial genome,PCC7120DELTA_RS17470,0,1033.2,NC_003272,1027,0.992270531400966
adeB,Bacterial genome,PCC21_RS19425,0,1428.5,NC_018525,1029,0.994202898550725
adeB,Bacterial genome,PCC21_RS13740,0,1532.3,NC_018525,1027,0.992270531400966
mexC,Bacterial genome,PCC21_RS13735,4.7e-102,349.9,NC_018525,349,0.906493506493506
adeB,Bacterial genome,PCC21_RS05480,0,1500.5,NC_018525,1035,1
tolC,Bacterial genome,PCC21_RS01680,1.6e-167,565.6,NC_018525,438,0.997722095671982
adeB,Bacterial genome,PCAR_RS16720,0,1044.5,NC_007498,1028,0.993236714975845
intI,Bacterial genome,PCAR_RS07745,3e-134,454.7,NC_007498,317,0.993730407523511
intI,Bacterial genome,PCAR_RS03440,2e-134,455.3,NC_007498,316,0.990595611285266
adeB,Bacterial genome,PCAR_RS02075,0,1382.6,NC_007498,1032,0.997101449275362
adeB,Bacterial genome,PC1_RS19555,0,1419.4,NC_012917,1034,0.999033816425121
adeB,Bacterial genome,PC1_RS05330,0,1496.4,NC_012917,1035,1
tolC,Bacterial genome,PC1_RS01590,1.4e-167,565.8,NC_012917,439,1
adeB,Bacterial genome,PC_RS02640,1.5e-301,1010.8,NC_005861,1030,0.995169082125604
adeB,Bacterial genome,PANA5342_RS38645,0,1476.6,NC_016816,1036,1.00096618357488
adeB,Bacterial genome,PANA5342_RS35770,0,1392.9,NC_016816,1036,1.00096618357488
ClassA,Bacterial genome,PANA5342_RS34560,1.9e-108,369.8,NC_016816,280,0.952380952380952
ClassC,Bacterial genome,PANA5342_RS33540,1.2e-149,505.9,NC_016816,372,0.966233766233766
adeB,Bacterial genome,PANA5342_RS28755,0,1412.7,NC_016816,1030,0.995169082125604
adeB,Bacterial genome,PANA5342_RS27920,0,1518.3,NC_016816,1028,0.993236714975845
tolC,Bacterial genome,PANA5342_RS26030,3.3e-169,571.2,NC_016816,440,1.00227790432802
vanC,Bacterial genome,PANA5342_RS25675,8.6e-74,256.3,NC_016816,348,0.994285714285714
tolC,Bacterial genome,PAM18_RS26025,9.4e-93,319.2,NC_017548,422,0.96127562642369
adeB,Bacterial genome,PAM18_RS23980,0,1378.3,NC_017548,1036,1.00096618357488
CAT,Bacterial genome,PAM18_RS22115,7.3e-58,203.2,NC_017548,204,0.940092165898618
tetA,Bacterial genome,PAM18_RS19925,3.5e-82,284.1,NC_017548,384,0.945812807881773
adeB,Bacterial genome,PAM18_RS15515,0,1312.9,NC_017548,1025,0.990338164251208
mexE,Bacterial genome,PAM18_RS13120,6.7e-289,965.3,NC_017548,413,0.997584541062802
adeB,Bacterial genome,PAM18_RS13115,0,1049.7,NC_017548,1042,1.00676328502415
ClassC,Bacterial genome,PAM18_RS04220,8.7e-165,555.8,NC_017548,372,0.966233766233766
adeB,Bacterial genome,PAM18_RS02155,0,1475,NC_017548,1037,1.00193236714976
ClassB,Bacterial genome,PALPR_RS03720,1.6e-59,209.3,NC_014734,242,0.916666666666667
vanC,Bacterial genome,PAJ_RS14885,2.6e-73,254.7,NC_017531,348,0.994285714285714
tolC,Bacterial genome,PAJ_RS14520,3.3e-169,571.2,NC_017531,440,1.00227790432802
adeB,Bacterial genome,PAJ_RS12345,0,1514.1,NC_017531,1028,0.993236714975845
adeB,Bacterial genome,PAJ_RS11485,0,1412.7,NC_017531,1030,0.995169082125604
ClassC,Bacterial genome,PAJ_RS07145,3.8e-149,504.3,NC_017531,372,0.966233766233766
ClassA,Bacterial genome,PAJ_RS06085,3.1e-108,369.1,NC_017531,280,0.952380952380952
adeB,Bacterial genome,PAJ_RS04785,0,1395,NC_017531,1036,1.00096618357488
adeB,Bacterial genome,PAJ_RS01835,0,1476.6,NC_017531,1036,1.00096618357488
tolC,Bacterial genome,PADK2_RS26360,6.5e-92,316.4,NC_018080,422,0.96127562642369
adeB,Bacterial genome,PADK2_RS24380,0,1378.3,NC_018080,1036,1.00096618357488
CAT,Bacterial genome,PADK2_RS22045,3.2e-58,204.4,NC_018080,204,0.940092165898618
tetA,Bacterial genome,PADK2_RS19965,3e-82,284.3,NC_018080,384,0.945812807881773
adeB,Bacterial genome,PADK2_RS15545,0,1304.4,NC_018080,1025,0.990338164251208
adeB,Bacterial genome,PADK2_RS12830,0,1049.7,NC_018080,1042,1.00676328502415
ClassC,Bacterial genome,PADK2_RS03835,5.1e-163,550,NC_018080,371,0.963636363636364
tolC,Bacterial genome,PA4974_NA,6.5e-92,316.4,NC_002516,422,0.96127562642369
adeB,Bacterial genome,PA4598_NA,0,1377.1,NC_002516,1036,1.00096618357488
ClassC,Bacterial genome,PA4110_NA,1.3e-164,555.2,NC_002516,372,0.966233766233766
adeB,Bacterial genome,PA2494_NA,0,1049.7,NC_002516,1042,1.00676328502415
mexE,Bacterial genome,PA2493_NA,6.7e-289,965.3,NC_002516,413,0.997584541062802
adeB,Bacterial genome,PA2018_NA,0,1311,NC_002516,1025,0.990338164251208
tolC,Bacterial genome,PA14_RS26850,6.5e-92,316.4,NC_008463,422,0.96127562642369
adeB,Bacterial genome,PA14_RS24855,0,1374.6,NC_008463,1034,0.999033816425121
tetA,Bacterial genome,PA14_RS20205,4e-82,283.9,NC_008463,384,0.945812807881773
adeB,Bacterial genome,PA14_RS15610,0,1309.3,NC_008463,1025,0.990338164251208
mexE,Bacterial genome,PA14_RS13220,6.7e-289,965.3,NC_008463,413,0.997584541062802
adeB,Bacterial genome,PA14_RS13215,0,1049.7,NC_008463,1042,1.00676328502415
ClassC,Bacterial genome,PA14_RS04350,7e-164,552.8,NC_008463,373,0.968831168831169
adeB,Bacterial genome,PA14_RS02255,0,1473.8,NC_008463,1037,1.00193236714976
tetA,Bacterial genome,PA1131_NA,3e-82,284.3,NC_002516,384,0.945812807881773
CAT,Bacterial genome,PA0706_NA,5e-59,207,NC_002516,204,0.940092165898618
adeB,Bacterial genome,PA0426_NA,0,1473.8,NC_002516,1037,1.00193236714976
strA,Bacterial genome,OV14_RS26470,1.2e-123,419.3,NZ_CP007237,262,0.9812734082397
adeB,Bacterial genome,OV14_RS25285,3.3e-299,1003.1,NZ_CP007237,1027,0.992270531400966
ClassB,Bacterial genome,OV14_RS20005,4.5e-60,211,NZ_CP007237,282,1.06818181818182
tetA,Bacterial genome,OV14_RS15675,6.5e-163,550,NZ_CP007236,383,0.943349753694581
tetA,Bacterial genome,OV14_RS13300,1e-96,332,NZ_CP007236,367,0.903940886699507
ClassA,Bacterial genome,OV14_RS09130,3.1e-92,316.6,NZ_CP007236,272,0.925170068027211
adeB,Bacterial genome,OV14_RS06230,0,1031.6,NZ_CP007236,1035,1
adeB,Bacterial genome,OV14_RS04775,0,1444.3,NZ_CP007236,1029,0.994202898550725
adeB,Bacterial genome,OTER_RS19265,0,1035.8,NC_010571,1033,0.998067632850242
ClassB,Bacterial genome,OTER_RS05675,2.8e-64,224.8,NC_010571,278,1.0530303030303
AAC6-Ia,Bacterial genome,OSC7112_RS19035,7.2e-37,134.4,NC_019729,183,0.989189189189189
ClassA,Bacterial genome,OSC7112_RS08080,3.4e-76,263.9,NC_019729,278,0.945578231292517
adeB,Bacterial genome,OSC7112_RS04760,0,1016.7,NC_019729,1029,0.994202898550725
tetA,Bacterial genome,OP10G_RS07740,5.1e-104,356.1,NZ_CP007139,386,0.950738916256158
adeB,Bacterial genome,OCA5_RS09305,0,1289.1,NC_015684,1031,0.996135265700483
ClassA,Bacterial genome,OCA5_RS06860,5.8e-101,345.2,NC_015684,270,0.918367346938776
ClassA,Bacterial genome,OB_RS14270,1.2e-94,324.5,NC_004193,292,0.993197278911565
ermC,Bacterial genome,OB_RS04960,5.2e-90,308.8,NC_004193,243,0.995901639344262
adeB,Bacterial genome,OANT_RS20910,0,1048.7,NC_009668,1035,1
adeB,Bacterial genome,OANT_RS14920,0,1043.4,NC_009668,1035,1
ClassC,Bacterial genome,OANT_RS13415,1.3e-167,565.2,NC_009667,363,0.942857142857143
tetA,Bacterial genome,OANT_RS10040,4e-132,448.6,NC_009667,386,0.950738916256158
tetA,Bacterial genome,OANT_RS08750,3e-104,356.8,NC_009667,392,0.96551724137931
adeB,Bacterial genome,OANT_RS01980,0,1138.7,NC_009667,1024,0.989371980676328
ClassA,Bacterial genome,O3I_RS17310,1.6e-87,301.1,NC_018681,280,0.952380952380952
ClassA,Bacterial genome,O3I_RS01670,8.4e-92,315.2,NC_018681,267,0.908163265306122
adeB,Bacterial genome,NX02_RS22335,0,1375.6,NZ_CP006644,1036,1.00096618357488
ClassA,Bacterial genome,NX02_RS21555,1.4e-92,317.7,NZ_CP006644,265,0.901360544217687
ClassA,Bacterial genome,NX02_RS10205,1.6e-72,251.9,NZ_CP006644,266,0.904761904761905
adeB,Bacterial genome,NX02_RS08150,0,1266.7,NZ_CP006644,1048,1.01256038647343
tetA,Bacterial genome,NX02_RS03045,1.7e-93,321.4,NZ_CP006644,386,0.950738916256158
adeB,Bacterial genome,NWI_RS14240,0,1312.4,NC_007406,1027,0.992270531400966
ClassA,Bacterial genome,NWI_RS01830,3e-100,342.9,NC_007406,267,0.908163265306122
vanC,Bacterial genome,NT01CX_RS10425,2e-70,245.2,NC_008593,336,0.96
tetQ,Bacterial genome,NT01CX_RS09060,3.9e-99,340.5,NC_008593,624,0.949771689497717
adeB,Bacterial genome,NPUN_RS20260,0,1038.1,NC_010628,1035,1
CAT,Plasmid,NP_149224.1,5.8e-50,173.2,NC_001988.2,215,0.990783410138249
adeB,Bacterial genome,NOS7107_RS04250,0,1041.8,NC_019676,1034,0.999033816425121
ClassA,Bacterial genome,NONO_RS01215,3.3e-92,316.5,NZ_CP006850,269,0.914965986394558
ClassA,Bacterial genome,NOCYR_RS11255,3.3e-99,339.5,NC_016887,277,0.942176870748299
tolC,Bacterial genome,NMUL_RS11920,3e-96,330.7,NC_007614,444,1.01138952164009
adeB,Bacterial genome,NMUL_RS03645,0,1069.7,NC_007614,1023,0.988405797101449
adeB,Bacterial genome,NMUL_RS03630,0,1085.6,NC_007614,1031,0.996135265700483
adeB,Bacterial genome,NMO_RS08480,0,1270.3,NC_013016,1043,1.00772946859903
