RefSoil ID,Taxon ID,Kingdom,Phylum,Organism,Contains.plasmid,length.phy,Source,NCBI.ID
RefSoil_722,871963,Bacteria,Firmicutes,Desulfitobacterium dichloroeliminans LM,FALSE,206,NCBI.ID,NC_019903
RefSoil_723,644801,Bacteria,Gammaproteobacteria,Pseudomonas stutzeri RCH2,TRUE,193,NCBI.ID,NC_019936
RefSoil_724,754035,Bacteria,Alphaproteobacteria,Mesorhizobium australicum WSM2073,FALSE,124,NCBI.ID,NC_019973
RefSoil_725,698761,Bacteria,Alphaproteobacteria,Rhizobium tropici CIAT 899,TRUE,124,NCBI.ID,NC_020059
RefSoil_726,1138877,Bacteria,Actinobacteria,Mycobacterium tuberculosis 7199-99,FALSE,117,NCBI.ID,NC_020089
RefSoil_727,1278073,Bacteria,Deltaproteobacteria,Myxococcus stipitatus DSM 14675,FALSE,39,NCBI.ID,NC_020126
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,NCBI.ID,NC_020164
RefSoil_729,1104325,Bacteria,Firmicutes,Enterococcus faecium NRRL B-2354,TRUE,206,NCBI.ID,NC_020207
RefSoil_730,1282356,Bacteria,Gammaproteobacteria,Pseudomonas poae RE*1-1-14,FALSE,193,NCBI.ID,NC_020209
RefSoil_731,1233873,Bacteria,Firmicutes,Geobacillus sp. GHH01,FALSE,206,NCBI.ID,NC_020210
RefSoil_732,435998,Bacteria,Gammaproteobacteria,Serratia marcescens WW4,TRUE,193,NCBI.ID,NC_020211
RefSoil_733,1279365,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,NCBI.ID,NC_020238
RefSoil_734,1233100,Bacteria,Firmicutes,Bacillus subtilis XF-1,FALSE,206,NCBI.ID,NC_020244
RefSoil_735,1091041,Bacteria,Firmicutes,Bacillus amyloliquefaciens IT-45,TRUE,206,NCBI.ID,NC_020272
RefSoil_736,931276,Bacteria,Firmicutes,Clostridium saccharoperbutylacetonicu,TRUE,206,NCBI.ID,NC_020291
RefSoil_737,1121362,Bacteria,Actinobacteria,Corynebacterium halotolerans YIM 70093,TRUE,117,NCBI.ID,NC_020302
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,NCBI.ID,NC_020376
RefSoil_739,1193807,Bacteria,Chloroflexi,Dehalococcoides mccartyi DCMB5,FALSE,9,NCBI.ID,NC_020386
RefSoil_740,1193806,Bacteria,Chloroflexi,Dehalococcoides mccartyi BTF08,FALSE,9,NCBI.ID,NC_020387
RefSoil_741,543913,Bacteria,Betaproteobacteria,beta proteobacterium CB,FALSE,91,NCBI.ID,NC_020417
RefSoil_742,1124991,Bacteria,Gammaproteobacteria,Morganella morganii subsp. morganii KT,FALSE,193,NCBI.ID,NC_020418
RefSoil_743,1245469,Bacteria,Alphaproteobacteria,Bradyrhizobium oligotrophicum S58,FALSE,124,NCBI.ID,NC_020453
RefSoil_744,1214101,Bacteria,Actinobacteria,Streptomyces davawensis JCM 4913,TRUE,117,NCBI.ID,NC_020504
RefSoil_745,1121353,Bacteria,Actinobacteria,Corynebacterium callunae DSM 20147,TRUE,117,NCBI.ID,NC_020506
RefSoil_746,1147161,Bacteria,Firmicutes,Bacillus subtilis subsp. subtilis 6051-HGW,FALSE,206,NCBI.ID,NC_020507
RefSoil_747,748247,Bacteria,Betaproteobacteria,Azoarcus sp. KH32C,TRUE,91,NCBI.ID,NC_020516
RefSoil_748,1204414,Bacteria,Actinobacteria,Corynebacterium glutamicum K051,FALSE,117,NCBI.ID,NC_020519
RefSoil_749,1313172,Bacteria,Actinobacteria,Ilumatobacter coccineus YM16-304,FALSE,117,NCBI.ID,NC_020520
RefSoil_750,1286640,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti 2011,TRUE,124,NCBI.ID,NC_020528
RefSoil_751,666685,Bacteria,Gammaproteobacteria,Rhodanobacter denitrificans,FALSE,193,NCBI.ID,NC_020541
RefSoil_752,745310,Bacteria,Alphaproteobacteria,Sphingomonas sp. MM-1,TRUE,124,NCBI.ID,NC_020561
RefSoil_753,1262456,Bacteria,Betaproteobacteria,Ralstonia solanacearum FQY_4,TRUE,91,NCBI.ID,NC_020799
RefSoil_754,349215,Bacteria,Alphaproteobacteria,Micavibrio aeruginosavorus EPB,FALSE,124,NCBI.ID,NC_020812
RefSoil_755,1184267,Bacteria,Deltaproteobacteria,Bdellovibrio exovorus JSS,FALSE,39,NCBI.ID,NC_020813
RefSoil_756,1294143,Bacteria,Gammaproteobacteria,Pseudomonas denitrificans ATCC 13867,FALSE,193,NCBI.ID,NC_020829
RefSoil_757,1302650,Bacteria,Firmicutes,Bacillus subtilis subsp. subtilis str. BAB-1,FALSE,206,NCBI.ID,NC_020832
RefSoil_758,1121335,Bacteria,Firmicutes,[Clostridium] stercorarium subsp. stercorariu,FALSE,206,NCBI.ID,NC_020887
RefSoil_759,1203460,Bacteria,Actinobacteria,Streptomyces hygroscopicus subsp. jinggangensi,TRUE,117,NCBI.ID,NC_020895
RefSoil_760,1280938,Bacteria,Gammaproteobacteria,Pseudomonas aeruginosa B136-33,FALSE,193,NCBI.ID,NC_020912
RefSoil_761,457425,Bacteria,Actinobacteria,Streptomyces albus J1074,FALSE,117,NCBI.ID,NC_020990
RefSoil_762,1265601,Bacteria,Actinobacteria,Streptomyces sp. PAMC26508,TRUE,117,NCBI.ID,NC_021055
RefSoil_763,1241935,Archaea,Crenarchaeota,Sulfolobus islandicus LAL14/1,FALSE,9,NCBI.ID,NC_021058
RefSoil_764,1286170,Bacteria,Gammaproteobacteria,Raoultella ornithinolytica B6,FALSE,193,NCBI.ID,NC_021066
RefSoil_765,1283330,Bacteria,Gammaproteobacteria,Azotobacter vinelandii CA,FALSE,193,NCBI.ID,NC_021149
RefSoil_766,1283331,Bacteria,Gammaproteobacteria,Azotobacter vinelandii CA6,FALSE,193,NCBI.ID,NC_021150
RefSoil_767,666686,Bacteria,Firmicutes,Bacillus sp. 1NLA3E,FALSE,206,NCBI.ID,NC_021171
RefSoil_768,670307,Bacteria,Alphaproteobacteria,Hyphomicrobium denitrificans 1NES1,FALSE,124,NCBI.ID,NC_021172
RefSoil_769,1249661,Bacteria,Betaproteobacteria,Burkholderia thailandensis MSMB121,FALSE,91,NCBI.ID,NC_021173
RefSoil_770,527001,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,FALSE,193,NCBI.ID,NC_021176
RefSoil_771,1303692,Bacteria,Actinobacteria,Streptomyces fulvissimus DSM 40593,FALSE,117,NCBI.ID,NC_021177
RefSoil_772,86416,Bacteria,Firmicutes,Clostridium pasteurianum BC1,TRUE,206,NCBI.ID,NC_021182
RefSoil_773,767817,Bacteria,Firmicutes,Desulfotomaculum gibsoniae DSM 7213,FALSE,206,NCBI.ID,NC_021184
RefSoil_774,649831,Bacteria,Actinobacteria,Actinoplanes sp. N902-109,FALSE,117,NCBI.ID,NC_021191
RefSoil_775,1199187,Bacteria,Actinobacteria,Mycobacterium avium subsp. paratuberculosi,FALSE,117,NCBI.ID,NC_021200
RefSoil_776,1124983,Bacteria,Gammaproteobacteria,Pseudomonas protegens CHA0,FALSE,193,NCBI.ID,NC_021237
RefSoil_777,766760,Bacteria,Firmicutes,Bacillus paralicheniformis ATCC 9945a,FALSE,206,NCBI.ID,NC_021362
RefSoil_778,1303518,Bacteria,Armatimonadetes,Chthonomonas calidirosea T49,FALSE,2,NCBI.ID,NC_021487
RefSoil_779,1331671,Bacteria,Gammaproteobacteria,Pseudomonas putida H8234,FALSE,193,NCBI.ID,NC_021491
RefSoil_780,1166130,Bacteria,Gammaproteobacteria,Enterobacter sp. R4-368,TRUE,193,NCBI.ID,NC_021500
RefSoil_781,1340851,Bacteria,Gammaproteobacteria,Pseudomonas aeruginosa RP73,FALSE,193,NCBI.ID,NC_021577
RefSoil_782,682634,Bacteria,Gammaproteobacteria,Serratia plymuthica 4Rx13,TRUE,193,NCBI.ID,NC_021591
RefSoil_783,333146,Archaea,Euryarchaeota,Ferroplasma acidarmanus fer1,FALSE,25,NCBI.ID,NC_021592
RefSoil_784,1254432,Bacteria,Deltaproteobacteria,Sorangium cellulosum So0157-2,FALSE,39,NCBI.ID,NC_021658
RefSoil_785,1348660,Bacteria,Gammaproteobacteria,Serratia plymuthica S13,FALSE,193,NCBI.ID,NC_021659
RefSoil_786,1200352,Bacteria,Actinobacteria,Corynebacterium terpenotabidum Y-11,FALSE,117,NCBI.ID,NC_021663
RefSoil_787,1096995,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB07104,TRUE,193,NCBI.ID,NC_021726
RefSoil_788,1096997,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB0868,TRUE,193,NCBI.ID,NC_021729
RefSoil_789,1096996,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB0715,TRUE,193,NCBI.ID,NC_021733
RefSoil_790,1346614,Bacteria,Gammaproteobacteria,Serratia liquefaciens ATCC 27592,TRUE,193,NCBI.ID,NC_021741
RefSoil_791,754503,Bacteria,Tenericutes,Mycoplasma hyopneumoniae 7422,FALSE,2,NCBI.ID,NC_021831
RefSoil_792,877468,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,FALSE,193,NCBI.ID,NC_021902
RefSoil_793,1328306,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. Mim1,TRUE,124,NCBI.ID,NC_021905
RefSoil_794,1214242,Bacteria,Actinobacteria,Streptomyces collinus Tu 365,TRUE,117,NCBI.ID,NC_021985
RefSoil_795,1266844,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus 386B,TRUE,124,NCBI.ID,NC_021991
RefSoil_796,1266738,Bacteria,Gammaproteobacteria,Proteus mirabilis BB2000,FALSE,193,NCBI.ID,NC_022000
RefSoil_797,1367847,Bacteria,Alphaproteobacteria,Paracoccus aminophilus JCM 7686,TRUE,124,NCBI.ID,NC_022041
RefSoil_798,1345697,Bacteria,Firmicutes,Geobacillus sp. JF8,TRUE,206,NCBI.ID,NC_022080
RefSoil_799,1150476,Bacteria,Firmicutes,Bacillus methylotrophicus UCMB5113,FALSE,206,NCBI.ID,NC_022081
RefSoil_800,1136179,Bacteria,Actinobacteria,Rhodococcus erythropolis CCM2595,TRUE,117,NCBI.ID,NC_022115
RefSoil_801,1246301,Bacteria,Betaproteobacteria,Variovorax paradoxus B4,FALSE,91,NCBI.ID,NC_022247
RefSoil_802,1194085,Bacteria,Firmicutes,Staphylococcus aureus subsp. aureus SA40,FALSE,206,NCBI.ID,NC_022443
RefSoil_803,1366050,Bacteria,Betaproteobacteria,Ralstonia pickettii DTP0602,FALSE,91,NCBI.ID,NC_022513
RefSoil_804,1244085,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae CG43,FALSE,193,NCBI.ID,NC_022566
RefSoil_805,1345695,Bacteria,Firmicutes,Clostridium saccharobutylicum DSM 13864,FALSE,206,NCBI.ID,NC_022571
RefSoil_806,1412898,Bacteria,Firmicutes,Bacillus amyloliquefaciens CC178,FALSE,206,NCBI.ID,NC_022653
RefSoil_807,1246995,Bacteria,Actinobacteria,Actinoplanes friuliensis DSM 7358,FALSE,117,NCBI.ID,NC_022657
RefSoil_808,1358410,Bacteria,Epsilonproteobacteria,Campylobacter coli 15-537360,TRUE,9,NCBI.ID,NC_022660
RefSoil_809,557599,Bacteria,Actinobacteria,Mycobacterium kansasii ATCC 12478,TRUE,117,NCBI.ID,NC_022663
RefSoil_810,69328,Bacteria,Gammaproteobacteria,Pseudomonas sp. VLB120,TRUE,193,NCBI.ID,NC_022738
RefSoil_811,1415784,Bacteria,Firmicutes,Bacillus toyonensis BCT-7112,TRUE,206,NCBI.ID,NC_022781
RefSoil_812,1399115,Bacteria,Firmicutes,Exiguobacterium sp. MH3,FALSE,206,NCBI.ID,NC_022794
RefSoil_813,1123384,Bacteria,Thermotogae,Pseudothermotoga hypogea DSM 11164,FALSE,3,NCBI.ID,NC_022795
RefSoil_814,529122,Bacteria,Firmicutes,Bacillus thuringiensis YBT-1518,TRUE,206,NCBI.ID,NC_022873
RefSoil_815,1416914,Bacteria,Betaproteobacteria,Pandoraea pnomenusa 3kgm,FALSE,91,NCBI.ID,NC_022904
RefSoil_816,1388758,Bacteria,Chloroflexi,Dehalococcoides mccartyi GY50,FALSE,9,NCBI.ID,NC_022964
RefSoil_817,1029756,Bacteria,Alphaproteobacteria,Hyphomicrobium nitrativorans NL23,FALSE,124,NCBI.ID,NC_022997
RefSoil_818,1415629,Bacteria,Gammaproteobacteria,Pseudomonas aeruginosa MTB-1,FALSE,193,NCBI.ID,NC_023019
RefSoil_819,1429244,Bacteria,Firmicutes,Paenibacillus polymyxa CR1,FALSE,206,NCBI.ID,NC_023037
RefSoil_820,1415630,Bacteria,Gammaproteobacteria,Pseudomonas sp. TKP,FALSE,193,NCBI.ID,NC_023064
RefSoil_821,1415165,Bacteria,Firmicutes,Bacillus amyloliquefaciens LFB112,FALSE,206,NCBI.ID,NC_023073
RefSoil_822,1435044,Bacteria,Gammaproteobacteria,Pseudomonas monteilii SB3078,FALSE,193,NCBI.ID,NC_023075
RefSoil_823,1435058,Bacteria,Gammaproteobacteria,Pseudomonas monteilii SB3101,FALSE,193,NCBI.ID,NC_023076
RefSoil_824,1427342,Bacteria,Gammaproteobacteria,Pseudomonas aeruginosa SCV20265,FALSE,193,NCBI.ID,NC_023149
RefSoil_825,355249,Bacteria,Actinobacteria,Streptomyces sp. Tu6071,TRUE,117,NCBI.ID,NZ_CM001165
RefSoil_826,1260626,Bacteria,Gammaproteobacteria,Pseudomonas syringae pv. syringae B64,FALSE,193,NCBI.ID,NZ_CM001763
RefSoil_827,1300225,Bacteria,Alphaproteobacteria,Agrobacterium tumefaciens WRT31,FALSE,124,NCBI.ID,NZ_CM002024
RefSoil_828,1219375,Bacteria,Gammaproteobacteria,Xanthomonas cassavae CFBP 4642,TRUE,193,NCBI.ID,NZ_CM002139
RefSoil_829,191292,Bacteria,Actinobacteria,Rhodococcus aetherivorans,TRUE,117,NCBI.ID,NZ_CM002177
RefSoil_830,1395516,Bacteria,Gammaproteobacteria,Pseudomonas moraviensis R28-S,TRUE,193,NCBI.ID,NZ_CM002330
RefSoil_831,1412844,Bacteria,Firmicutes,Bacillus anthracis 52-G,TRUE,206,NCBI.ID,NZ_CM002395
RefSoil_832,1412842,Bacteria,Firmicutes,Bacillus anthracis 9080-G,TRUE,206,NCBI.ID,NZ_CM002398
RefSoil_833,1412843,Bacteria,Firmicutes,Bacillus anthracis 8903-G,TRUE,206,NCBI.ID,NZ_CM002401
RefSoil_834,1457195,Bacteria,Betaproteobacteria,Ralstonia solanacearum Rs-10-244,TRUE,91,NCBI.ID,NZ_CM002755
RefSoil_835,1394180,Bacteria,Betaproteobacteria,Ralstonia solanacearum Rs-09-161,TRUE,91,NCBI.ID,NZ_CM002757
RefSoil_836,682633,Bacteria,Alphaproteobacteria,Mesorhizobium ciceri ca181,FALSE,124,NCBI.ID,NZ_CM002796
RefSoil_837,743835,Bacteria,Firmicutes,Bacillus anthracis str. A16,TRUE,206,NCBI.ID,NZ_CP001970
RefSoil_838,673518,Bacteria,Firmicutes,Bacillus anthracis str. A16R,TRUE,206,NCBI.ID,NZ_CP001974
RefSoil_839,765869,Bacteria,Deltaproteobacteria,Bdellovibrio bacteriovorus W,FALSE,39,NCBI.ID,NZ_CP002190
RefSoil_840,1010834,Bacteria,Actinobacteria,Mycobacterium tuberculosis HKBS1,FALSE,117,NCBI.ID,NZ_CP002871
RefSoil_841,1052004,Bacteria,Alphaproteobacteria,Granulibacter bethesdensis CGDNIH3,FALSE,124,NCBI.ID,NZ_CP003181
RefSoil_842,1247726,Bacteria,Betaproteobacteria,Advenella mimigardefordensis DPN7,TRUE,91,NCBI.ID,NZ_CP003915
RefSoil_843,1246626,Bacteria,Firmicutes,Bacillus lehensis G1,FALSE,206,NCBI.ID,NZ_CP003923
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,NCBI.ID,NZ_CP003949
RefSoil_845,1123862,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae Kp13,TRUE,193,NCBI.ID,NZ_CP003999
RefSoil_846,1268072,Bacteria,Firmicutes,Paenibacillus sabinae T27,FALSE,206,NCBI.ID,NZ_CP004078
RefSoil_847,1249667,Bacteria,Betaproteobacteria,Burkholderia thailandensis USAMRU Malaysia #20,FALSE,91,NCBI.ID,NZ_CP004383
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,NCBI.ID,NZ_CP004870
RefSoil_849,763057,Bacteria,Alphaproteobacteria,Mesorhizobium huakuii 7653R,TRUE,124,NCBI.ID,NZ_CP006581
RefSoil_850,1356852,Bacteria,Bacteroidetes,Hymenobacter sp. APR13,TRUE,19,NCBI.ID,NZ_CP006587
RefSoil_851,1123269,Bacteria,Alphaproteobacteria,Sphingomonas sanxanigenens DSM 19645,TRUE,124,NCBI.ID,NZ_CP006644
RefSoil_852,155920,Bacteria,Gammaproteobacteria,Xylella fastidiosa subsp. sandyi Ann-1,TRUE,193,NCBI.ID,NZ_CP006696
RefSoil_853,1392837,Bacteria,Firmicutes,Bacillus anthracis str. SVA11,TRUE,206,NCBI.ID,NZ_CP006742
RefSoil_854,1400053,Bacteria,Bacteroidetes,Bacteroidales bacterium CF,FALSE,19,NCBI.ID,NZ_CP006772
RefSoil_855,1415166,Bacteria,Actinobacteria,Nocardia nova SH22a,FALSE,117,NCBI.ID,NZ_CP006850
RefSoil_856,1413214,Bacteria,Firmicutes,Paenibacillus polymyxa SQR-21,FALSE,206,NCBI.ID,NZ_CP006872
RefSoil_857,1423138,Bacteria,Firmicutes,Bacillus methylotrophicus SQR9,FALSE,206,NCBI.ID,NZ_CP006890
RefSoil_858,1004954,Bacteria,Alphaproteobacteria,Brucella suis bv. 1 str. S2,FALSE,124,NCBI.ID,NZ_CP006961
RefSoil_859,1408273,Bacteria,Gammaproteobacteria,Pseudomonas aeruginosa LESB65,FALSE,193,NCBI.ID,NZ_CP006983
RefSoil_860,1432050,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. IE4771,TRUE,124,NCBI.ID,NZ_CP006986
RefSoil_861,871738,Bacteria,Firmicutes,Dehalobacter restrictus DSM 9455,FALSE,206,NCBI.ID,NZ_CP007033
RefSoil_862,1441629,Bacteria,Gammaproteobacteria,Pseudomonas cichorii JBC1,FALSE,193,NCBI.ID,NZ_CP007039
RefSoil_863,1441930,Bacteria,Gammaproteobacteria,Chania multitudinisentens RB-25,FALSE,193,NCBI.ID,NZ_CP007044
RefSoil_864,754523,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1689,TRUE,124,NCBI.ID,NZ_CP007045
RefSoil_865,1033991,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii CB782,TRUE,124,NCBI.ID,NZ_CP007067
RefSoil_866,661478,Bacteria,Armatimonadetes,Fimbriimonas ginsengisoli Gsoil 348,FALSE,2,NCBI.ID,NZ_CP007139
RefSoil_867,1449976,Bacteria,Actinobacteria,Kutzneria albida DSM 43870,FALSE,117,NCBI.ID,NZ_CP007155
RefSoil_868,1457190,Bacteria,Firmicutes,Listeria ivanovii WSLC3009,FALSE,206,NCBI.ID,NZ_CP007172
RefSoil_869,1150621,Bacteria,Epsilonproteobacteria,Sulfurospirillum multivorans DSM 12446,FALSE,9,NCBI.ID,NZ_CP007201
RefSoil_870,1288,Bacteria,Firmicutes,Staphylococcus xylosus,TRUE,206,NCBI.ID,NZ_CP007208
RefSoil_871,1435057,Bacteria,Alphaproteobacteria,Agrobacterium tumefaciens LBA4213 (Ach5),TRUE,124,NCBI.ID,NZ_CP007225
RefSoil_872,367190,Bacteria,Gammaproteobacteria,Yersinia similis,TRUE,193,NCBI.ID,NZ_CP007230
RefSoil_873,1416753,Bacteria,Alphaproteobacteria,Ensifer adhaerens OV14,TRUE,124,NCBI.ID,NZ_CP007236
RefSoil_874,1441628,Bacteria,Nitrospirae,Leptospirillum ferriphilum YSK,FALSE,3,NCBI.ID,NZ_CP007243
RefSoil_875,1404258,Bacteria,Firmicutes,Bacillus subtilis subsp. subtilis str. O,FALSE,206,NCBI.ID,NZ_CP007409
RefSoil_876,930166,Bacteria,Gammaproteobacteria,Pseudomonas brassicacearum,FALSE,193,NCBI.ID,NZ_CP007410
RefSoil_877,316,Bacteria,Gammaproteobacteria,Pseudomonas stutzeri,FALSE,193,NCBI.ID,NZ_CP007441
RefSoil_878,1286171,Bacteria,Firmicutes,Eubacterium acidaminophilum DSM 3953,TRUE,206,NCBI.ID,NZ_CP007452
RefSoil_879,1286528,Bacteria,Alphaproteobacteria,Neorickettsia helminthoeca str. Oregon,FALSE,124,NCBI.ID,NZ_CP007481
RefSoil_880,1639,Bacteria,Firmicutes,Listeria monocytogenes,FALSE,206,NCBI.ID,NZ_CP007492
RefSoil_881,1280,Bacteria,Firmicutes,Staphylococcus aureus,TRUE,206,NCBI.ID,NZ_CP007499
RefSoil_882,93220,Bacteria,Betaproteobacteria,Pandoraea pnomenusa,FALSE,91,NCBI.ID,NZ_CP007506
RefSoil_883,42256,Bacteria,Actinobacteria,Rubrobacter radiotolerans,TRUE,117,NCBI.ID,NZ_CP007514
RefSoil_884,1421338,Bacteria,Gammaproteobacteria,Enterobacter asburiae L1,FALSE,193,NCBI.ID,NZ_CP007546
RefSoil_885,1333848,Bacteria,Gammaproteobacteria,Citrobacter freundii CFNIH1,TRUE,193,NCBI.ID,NZ_CP007557
RefSoil_886,476282,Bacteria,Alphaproteobacteria,Bradyrhizobium japonicum SEMIA 5079,FALSE,124,NCBI.ID,NZ_CP007569
RefSoil_887,68570,Bacteria,Actinobacteria,Streptomyces albulus,TRUE,117,NCBI.ID,NZ_CP007574
RefSoil_888,216778,Bacteria,Gammaproteobacteria,Stenotrophomonas rhizophila,FALSE,193,NCBI.ID,NZ_CP007597
RefSoil_889,1639,Bacteria,Firmicutes,Listeria monocytogenes,FALSE,206,NCBI.ID,NZ_CP007600
RefSoil_890,570416,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,NCBI.ID,NZ_CP007607
RefSoil_891,1392,Bacteria,Firmicutes,Bacillus anthracis,TRUE,206,NCBI.ID,NZ_CP007618
RefSoil_892,303,Bacteria,Gammaproteobacteria,Pseudomonas putida,FALSE,193,NCBI.ID,NZ_CP007620
RefSoil_893,96345,Bacteria,Bacteroidetes,Flavobacterium psychrophilum,FALSE,19,NCBI.ID,NZ_CP007627
RefSoil_894,1495331,Bacteria,Gammaproteobacteria,Pseudomonas sp. WCS374,FALSE,193,NCBI.ID,NZ_CP007638
RefSoil_895,959,Bacteria,Deltaproteobacteria,Bdellovibrio bacteriovorus,FALSE,39,NCBI.ID,NZ_CP007656
RefSoil_896,235,Bacteria,Alphaproteobacteria,Brucella abortus,FALSE,124,NCBI.ID,NZ_CP007663
RefSoil_897,261591,Bacteria,Firmicutes,Bacillus anthracis str. Vollum,TRUE,206,NCBI.ID,NZ_CP007666
RefSoil_898,235,Bacteria,Alphaproteobacteria,Brucella abortus,FALSE,124,NCBI.ID,NZ_CP007681
RefSoil_899,1392,Bacteria,Firmicutes,Bacillus anthracis,TRUE,206,NCBI.ID,NZ_CP007704
RefSoil_900,520455,Bacteria,Alphaproteobacteria,Brucella abortus bv. 9 str. C68,FALSE,124,NCBI.ID,NZ_CP007705
RefSoil_901,796606,Bacteria,Firmicutes,Bacillus methanolicus MGA3,TRUE,206,NCBI.ID,NZ_CP007739
RefSoil_902,520450,Bacteria,Alphaproteobacteria,Brucella abortus bv. 2 str. 86/8/59,FALSE,124,NCBI.ID,NZ_CP007765
RefSoil_903,95486,Bacteria,Betaproteobacteria,Burkholderia cenocepacia,FALSE,91,NCBI.ID,NZ_CP007783
RefSoil_904,292,Bacteria,Betaproteobacteria,Burkholderia cepacia,FALSE,91,NCBI.ID,NZ_CP007787
RefSoil_905,520465,Bacteria,Alphaproteobacteria,Brucella melitensis bv. 2 str. 63/9,FALSE,124,NCBI.ID,NZ_CP007789
RefSoil_906,192,Bacteria,Alphaproteobacteria,Azospirillum brasilense,TRUE,124,NCBI.ID,NZ_CP007793
RefSoil_907,1232554,Bacteria,Firmicutes,Bacillus subtilis subsp. subtilis str. JH64,FALSE,206,NCBI.ID,NZ_CP007800
RefSoil_908,1249615,Bacteria,Actinobacteria,Mycobacterium tuberculosis K,FALSE,117,NCBI.ID,NZ_CP007803
RefSoil_909,587753,Bacteria,Gammaproteobacteria,Pseudomonas chlororaphis,FALSE,193,NCBI.ID,NZ_CP008696
RefSoil_910,1221328,Bacteria,Firmicutes,Bacillus subtilis subsp. subtilis str. AG1839,FALSE,206,NCBI.ID,NZ_CP008698
RefSoil_911,87883,Bacteria,Betaproteobacteria,Burkholderia multivorans,FALSE,91,NCBI.ID,NZ_CP008730
RefSoil_912,1392,Bacteria,Firmicutes,Bacillus anthracis,FALSE,206,NCBI.ID,NZ_CP008752
RefSoil_913,266265,Bacteria,Betaproteobacteria,Burkholderia xenovorans LB400,FALSE,91,NCBI.ID,NZ_CP008760
RefSoil_914,571,Bacteria,Gammaproteobacteria,Klebsiella oxytoca,TRUE,193,NCBI.ID,NZ_CP008841
RefSoil_915,1392,Bacteria,Firmicutes,Bacillus anthracis,TRUE,206,NCBI.ID,NZ_CP008846
RefSoil_916,484770,Bacteria,Firmicutes,Pelosinus sp. UFO1,FALSE,206,NCBI.ID,NZ_CP008852
RefSoil_917,1217721,Bacteria,Gammaproteobacteria,Dyella japonica A8,FALSE,193,NCBI.ID,NZ_CP008884
RefSoil_918,294,Bacteria,Gammaproteobacteria,Pseudomonas fluorescens,FALSE,193,NCBI.ID,NZ_CP008896
RefSoil_919,588,Bacteria,Gammaproteobacteria,Providencia stuartii,TRUE,193,NCBI.ID,NZ_CP008920
RefSoil_920,1719,Bacteria,Actinobacteria,Corynebacterium pseudotuberculosis,FALSE,117,NCBI.ID,NZ_CP008923
RefSoil_921,1314,Bacteria,Firmicutes,Streptococcus pyogenes,FALSE,206,NCBI.ID,NZ_CP008926
RefSoil_922,633,Bacteria,Gammaproteobacteria,Yersinia pseudotuberculosis,FALSE,193,NCBI.ID,NZ_CP008943
RefSoil_923,155864,Bacteria,Gammaproteobacteria,Escherichia coli O157:H7 str. EDL933,TRUE,193,NCBI.ID,NZ_CP008957
RefSoil_924,1160721,Bacteria,Firmicutes,Ruminococcus bicirculans,FALSE,206,NCBI.ID,NZ_HF545616
RefSoil_925,273526,Bacteria,Gammaproteobacteria,Serratia marcescens subsp. marcescens Db11,FALSE,193,NCBI.ID,NZ_HG326223
RefSoil_926,348824,Bacteria,Alphaproteobacteria,Rhizobium sp. LPU83,TRUE,124,NCBI.ID,NZ_HG916852
RefSoil_927,1028800,Bacteria,Alphaproteobacteria,Neorhizobium galegae bv. orientalis str. HAMB,TRUE,124,NCBI.ID,NZ_HG938353
RefSoil_928,1028801,Bacteria,Alphaproteobacteria,Neorhizobium galegae bv. officinalis bv,TRUE,124,NCBI.ID,NZ_HG938355
RefSoil_4,243230,Bacteria,Deinococcus-Thermus,Deinococcus radiodurans R1,TRUE,6,NCBI.ID2,NC_001264
RefSoil_19,176299,Bacteria,Alphaproteobacteria,Agrobacterium fabrum str. C58,TRUE,124,NCBI.ID2,NC_003063
RefSoil_34,189518,Bacteria,Spirochaetes,Leptospira interrogans serovar Lai str. 56601,FALSE,12,NCBI.ID2,NC_004343
RefSoil_52,267671,Bacteria,Spirochaetes,Leptospira interrogans serovar Copenhageni str,FALSE,12,NCBI.ID2,NC_005824
